num_gpu,job_id,duration,submit_time,interval,model_name
1,application_1504131676014_21669,71,4796,3354,resnet101
2,application_1504131676014_21681,17,4852,1244,vgg11
1,application_1504131676014_21698,606,4873,32,inception3
1,application_1504131676014_21702,544,4873,66,resnet50
1,application_1504131676014_21712,71,4874,13,inception3
1,application_1504131676014_21716,69,4875,22,inception4
1,application_1504131676014_21720,71,4875,16,vgg16
1,application_1504131676014_21723,72,4875,80,resnet50
1,application_1504131676014_21740,77,4877,18,resnet101
1,application_1504131676014_21744,70,4877,39,inception4
1,application_1504131676014_21751,69,4878,55,vgg16
1,application_1504131676014_21761,69,4878,24,alexnet
1,application_1504131676014_21766,71,4879,20,alexnet
1,application_1504131676014_21770,459,4879,86,vgg11
1,application_1504131676014_21788,545,4881,46,vgg11
1,application_1504131676014_21798,69,4881,50,inception3
1,application_1504131676014_21809,72,4882,37,vgg16
1,application_1504131676014_21816,68,4883,57,resnet101
1,application_1504131676014_21828,71,4884,35,resnet50
1,application_1504131676014_21835,68,4884,70,resnet50
1,application_1504131676014_21849,75,4886,8,vgg19
1,application_1504131676014_21850,73,4886,5,inception3
1,application_1504131676014_21852,70,4886,15,inception4
1,application_1504131676014_21855,72,4886,30,vgg16
1,application_1504131676014_21863,68,4886,13,vgg19
1,application_1504131676014_21866,76,4887,6,inception3
1,application_1504131676014_21867,70,4887,10,vgg19
1,application_1504131676014_21870,73,4887,90,vgg16
1,application_1504131676014_21887,76,4888,103,vgg19
1,application_1504131676014_21888,461,4890,956,vgg16
1,application_1504131676014_21892,146,4906,982,vgg16
1,application_1504131676014_21900,1182,4922,759,inception3
1,application_1504131676014_21912,1155,4935,370,inception4
1,application_1504131676014_21931,906,4941,527,vgg16
1,application_1504131676014_21968,951,4950,122,inception4
1,application_1504131676014_21977,902,4952,122,resnet50
1,application_1504131676014_21983,1957,4954,186,vgg11
1,application_1504131676014_21999,907,4957,422,inception3
1,application_1504131676014_22016,892,4964,168,vgg11
1,application_1504131676014_22025,974,4967,189,alexnet
1,application_1504131676014_22034,864,4970,458,inception3
1,application_1504131676014_22065,1133,4978,241,alexnet
1,application_1504131676014_22077,918,4982,53,vgg19
1,application_1504131676014_22079,877,4983,97,resnet101
1,application_1504131676014_22085,1367,4984,21,vgg16
1,application_1504131676014_22089,896,4985,60,inception4
1,application_1504131676014_22093,1191,4986,69,vgg16
1,application_1504131676014_22101,878,4987,1154,vgg16
1,application_1504131676014_22124,73,5006,2642,vgg16
1,application_1504131676014_22141,512,5050,35,inception4
1,application_1504131676014_22148,311,5051,4,vgg11
1,application_1504131676014_22150,302,5051,61,alexnet
1,application_1504131676014_22161,509,5052,13,vgg16
1,application_1504131676014_22165,300,5052,504,alexnet
1,application_1504131676014_22175,499,5060,757,vgg16
1,application_1504131676014_22194,511,5073,171,resnet50
1,application_1504131676014_22222,313,5076,1,inception3
1,application_1504131676014_22223,301,5076,10,vgg19
1,application_1504131676014_22225,71,5076,530,alexnet
1,application_1504131676014_22240,509,5085,21,resnet50
1,application_1504131676014_22243,516,5085,92,vgg19
1,application_1504131676014_22255,295,5087,2372,resnet50
1,application_1504131676014_22283,7790,5126,3265,resnet101
1,application_1504131676014_22299,249,5181,58,inception3
1,application_1504131676014_22304,185,5182,1,vgg11
1,application_1504131676014_22305,220,5182,248,inception4
1,application_1504131676014_22308,232,5186,15,vgg16
1,application_1504131676014_22309,72,5186,660,inception3
1,application_1504131676014_22316,314,5197,1800,alexnet
1,application_1504131676014_22324,82,5227,8941,alexnet
1,application_1504131676014_22364,70,5376,1609,inception3
1,application_1504131676014_22371,357,5403,2501,inception4
1,application_1504131676014_22385,434,5445,5488,alexnet
1,application_1504131676014_22419,73,5536,238,resnet101
1,application_1504131676014_22421,251,5540,1403,inception4
1,application_1504131676014_22431,3086,5563,197,inception3
1,application_1504131676014_22436,2138,5567,1762,vgg19
1,application_1504131676014_22452,74,5596,1801,resnet101
1,application_1504131676014_22479,84,5626,4202,vgg11
1,application_1504131676014_22517,82,5696,1181,inception3
1,application_1504131676014_22523,206,5716,218,vgg11
1,application_1504131676014_22541,323,5719,49,vgg16
1,application_1504131676014_22544,261,5720,2750,resnet101
1,application_1504131676014_22578,90,5766,703,resnet50
2,application_1504131676014_22589,11,5778,2360,resnet101
1,application_1504131676014_22668,1922,5817,1736,vgg11
1,application_1504131676014_22706,66,5846,5399,inception4
1,application_1504131676014_22964,77,5936,26,vgg19
4,application_1504131676014_22965,53879,5937,140,vgg19
2,application_1504131676014_22966,15,5939,8087,resnet50
2,application_1504131676014_23016,7,6074,148,vgg11
1,application_1504131676014_23018,79,6076,5167,inception4
1,application_1504131676014_23238,2347,6162,5720,alexnet
1,application_1504131676014_23514,55,6258,139,vgg19
1,application_1504131676014_23528,57,6260,78,vgg11
1,application_1504131676014_23535,55,6261,339,resnet101
1,application_1504131676014_23551,58,6267,1698,vgg19
1,application_1504131676014_23558,46,6295,66,alexnet
1,application_1504131676014_23566,45,6296,130,resnet101
1,application_1504131676014_23579,49,6298,38,resnet50
1,application_1504131676014_23582,52,6299,17,inception3
1,application_1504131676014_23583,49,6299,46,resnet101
1,application_1504131676014_23590,95,6300,28,vgg11
1,application_1504131676014_23593,60,6301,162,resnet101
1,application_1504131676014_23602,46,6303,21,resnet50
1,application_1504131676014_23603,48,6304,151,vgg19
1,application_1504131676014_23613,64,6306,11,vgg16
1,application_1504131676014_23615,43,6306,14,resnet101
1,application_1504131676014_23617,50,6307,92,alexnet
1,application_1504131676014_23631,48,6308,161,vgg16
1,application_1504131676014_23643,44,6311,38,vgg11
1,application_1504131676014_23646,47,6311,11,vgg16
1,application_1504131676014_23649,51,6312,100,alexnet
1,application_1504131676014_23658,49,6313,39,resnet50
1,application_1504131676014_23663,50,6314,233,resnet50
1,application_1504131676014_23692,47,6318,116,inception4
1,application_1504131676014_23706,46,6320,10,alexnet
1,application_1504131676014_23707,45,6320,32,alexnet
1,application_1504131676014_23711,51,6320,55,resnet101
1,application_1504131676014_23718,48,6321,21,vgg11
1,application_1504131676014_23720,44,6322,90,resnet50
1,application_1504131676014_23730,46,6323,20,inception3
1,application_1504131676014_23734,44,6323,124,inception4
1,application_1504131676014_23747,59,6326,10,alexnet
1,application_1504131676014_23749,47,6326,122,vgg11
1,application_1504131676014_23765,45,6328,74,vgg16
1,application_1504131676014_23774,62,6329,71,alexnet
1,application_1504131676014_23779,43,6330,121,inception4
1,application_1504131676014_23793,55,6332,19,inception4
1,application_1504131676014_23795,62,6333,72,inception4
1,application_1504131676014_23804,2563,6334,45,vgg11
1,application_1504131676014_23811,60,6334,34,resnet101
1,application_1504131676014_23814,50,6335,80,alexnet
1,application_1504131676014_23826,79,6336,18,vgg19
1,application_1504131676014_23827,52,6337,9,alexnet
1,application_1504131676014_23830,45,6337,118,alexnet
1,application_1504131676014_23845,43,6339,85,inception4
1,application_1504131676014_23855,47,6340,47,vgg19
1,application_1504131676014_23859,45,6341,39,inception4
1,application_1504131676014_23864,50,6342,211,inception3
1,application_1504131676014_23899,63,6345,143,vgg11
1,application_1504131676014_23916,47,6348,2,resnet50
1,application_1504131676014_23917,60,6348,27,inception4
1,application_1504131676014_23921,49,6348,7,inception4
1,application_1504131676014_23923,43,6348,19,vgg19
1,application_1504131676014_23927,52,6348,310,resnet50
1,application_1504131676014_23959,45,6354,150,resnet50
1,application_1504131676014_23968,71,6356,313,inception3
2,application_1504131676014_23970,16,6361,2778,vgg11
1,application_1504131676014_23994,65,6408,94,vgg11
1,application_1504131676014_24001,50,6409,2,resnet50
1,application_1504131676014_24002,50,6409,28,inception3
1,application_1504131676014_24004,53,6410,8,inception3
1,application_1504131676014_24006,57,6410,70,vgg16
1,application_1504131676014_24011,56,6411,61,vgg11
1,application_1504131676014_24019,47,6412,33,vgg11
1,application_1504131676014_24023,54,6413,97,alexnet
1,application_1504131676014_24033,46,6414,118,resnet50
1,application_1504131676014_24046,50,6416,46,vgg16
1,application_1504131676014_24050,51,6417,52,inception3
1,application_1504131676014_24054,53,6418,10,inception4
1,application_1504131676014_24057,65,6418,27,vgg11
1,application_1504131676014_24059,62,6418,5,vgg19
1,application_1504131676014_24060,56,6418,46,vgg11
1,application_1504131676014_24066,59,6419,166,inception3
1,application_1504131676014_24073,49,6422,8,alexnet
1,application_1504131676014_24074,55,6422,84,alexnet
1,application_1504131676014_24081,44,6424,50,vgg16
1,application_1504131676014_24083,54,6424,6,vgg11
1,application_1504131676014_24084,69,6424,119,inception3
1,application_1504131676014_24096,53,6426,8,vgg16
1,application_1504131676014_24099,49,6427,1,inception3
1,application_1504131676014_24100,49,6427,0,inception3
1,application_1504131676014_24101,45,6427,33,resnet101
1,application_1504131676014_24111,60,6427,0,inception3
1,application_1504131676014_24112,58,6427,1,vgg16
1,application_1504131676014_24113,59,6427,97,resnet101
1,application_1504131676014_24128,61,6429,199,resnet50
1,application_1504131676014_24151,72,6432,12,vgg11
1,application_1504131676014_24153,47,6432,12558,vgg16
2,application_1504131676014_24285,14,6642,6691,vgg16
1,application_1504131676014_24389,54676,6753,1465,vgg16
1,application_1504131676014_24406,168,6778,432,resnet50
1,application_1504131676014_24415,6970,6785,146,vgg11
1,application_1504131676014_24418,2470,6787,68,inception3
1,application_1504131676014_24428,2393,6788,47,inception4
1,application_1504131676014_24435,2196,6789,6,resnet50
1,application_1504131676014_24436,2163,6789,55,inception4
1,application_1504131676014_24445,2354,6790,16,inception3
1,application_1504131676014_24448,3499,6790,40,resnet101
1,application_1504131676014_24455,1003,6791,36,inception4
1,application_1504131676014_24461,1832,6792,114,resnet50
1,application_1504131676014_24475,1646,6794,20,vgg16
1,application_1504131676014_24478,1163,6794,875,inception3
1,application_1504131676014_24488,5404,6808,1332,vgg11
8,application_1504131676014_24496,9096,6831,2290,inception4
1,application_1504131676014_24528,215,6869,1,inception4
1,application_1504131676014_24529,1236,6869,1036,inception4
1,application_1504131676014_24537,83,6886,1145,vgg19
1,application_1504131676014_24541,17866,6905,774,resnet101
1,application_1504131676014_24557,2233,6918,311,vgg16
1,application_1504131676014_24565,368,6923,2570,alexnet
1,application_1504131676014_24584,73,6966,8401,resnet50
1,application_1504131676014_24674,93,7106,1112,resnet50
1,application_1504131676014_24697,34,7125,11,inception3
1,application_1504131676014_24701,33,7125,659,resnet50
1,application_1504131676014_24715,678,7136,3045,alexnet
1,application_1504131676014_24742,845,7187,573,vgg16
1,application_1504131676014_24749,77,7196,724,vgg11
1,application_1504131676014_24759,27,7208,26,vgg19
1,application_1504131676014_24760,36,7209,124,vgg19
1,application_1504131676014_24768,819,7211,3,vgg16
1,application_1504131676014_24769,657,7211,808,vgg16
1,application_1504131676014_24782,692,7224,6,inception4
1,application_1504131676014_24784,723,7224,42,inception3
1,application_1504131676014_24789,660,7225,692,inception3
1,application_1504131676014_24800,661,7237,1175,inception3
1,application_1504131676014_24819,81,7256,864,alexnet
1,application_1504131676014_24838,344,7271,1,inception3
1,application_1504131676014_24839,382,7271,1585,inception3
1,application_1504131676014_24843,23819,7297,1483,vgg11
4,application_1504131676014_24849,20294,7322,1532,vgg11
4,application_1504131676014_24865,4717,7347,664,vgg11
1,application_1504131676014_24874,810,7358,49,vgg19
1,application_1504131676014_24877,798,7359,30,resnet50
1,application_1504131676014_24884,821,7360,29,inception4
1,application_1504131676014_24890,879,7360,6,vgg11
1,application_1504131676014_24892,25686,7360,498,inception4
1,application_1504131676014_24902,757,7368,368,alexnet
1,application_1504131676014_24903,27,7375,3803,inception4
8,application_1504131676014_24929,11792,7438,3489,vgg19
1,application_1504131676014_24945,71,7496,1797,inception4
1,application_1504131676014_24959,73,7526,608,vgg19
8,application_1504131676014_24966,11684,7536,1193,resnet50
1,application_1504131676014_24975,84,7556,3035,resnet101
1,application_1504131676014_24996,485,7607,1115,resnet101
1,application_1504131676014_25004,189,7625,778,resnet50
1,application_1504131676014_25009,1594,7638,1672,vgg11
1,application_1504131676014_25014,73,7666,2400,vgg19
1,application_1504131676014_25029,81,7706,6600,vgg16
1,application_1504131676014_25053,71,7816,9000,vgg11
1,application_1504131676014_25087,75,7966,76,vgg16
2,application_1504131676014_25088,19,7967,523,inception3
1,application_1504131676014_25089,77,7976,4801,inception3
1,application_1504131676014_25098,79,8056,3001,vgg19
1,application_1504131676014_25103,84,8106,1024,vgg11
4,application_1504131676014_25108,78463,8123,3775,resnet152
1,application_1504131676014_25123,80,8186,600,inception3
1,application_1504131676014_25125,147,8196,3599,alexnet
1,application_1504131676014_25138,75,8256,2402,vgg11
1,application_1504131676014_25144,70,8296,599,inception3
1,application_1504131676014_25145,77,8306,248,resnet50
4,application_1504131676014_25152,9887,8310,44,vgg11
2,application_1504131676014_25155,20,8311,352,alexnet
1,application_1504131676014_25179,393,8317,35,resnet101
1,application_1504131676014_25187,16472,8317,135,resnet50
1,application_1504131676014_25197,40,8320,1369,vgg19
1,application_1504131676014_25217,4406,8342,59,alexnet
1,application_1504131676014_25219,4156,8343,159,vgg11
1,application_1504131676014_25221,76,8346,8767,vgg11
1,application_1504131676014_25285,7529,8492,2729,vgg16
1,application_1506638472019_0015,390,8538,1101,resnet101
1,application_1506638472019_0026,66,8556,601,resnet50
1,application_1506638472019_0029,78,8566,742,vgg19
1,application_1506638472019_0034,149,8578,309,vgg16
1,application_1506638472019_0036,260,8584,5814,resnet101
1,application_1506638472019_0085,37242,8681,473,inception3
1,application_1506638472019_0090,44506,8688,3461,vgg16
1,application_1506638472019_0118,115,8746,3283,resnet50
1,application_1506638472019_0148,1533,8801,3,resnet101
1,application_1506638472019_0149,1544,8801,1416,inception3
2,application_1506638472019_0154,12,8824,99,vgg11
1,application_1506638472019_0156,69,8826,2587,vgg19
1,application_1506638472019_0167,2585,8869,1012,vgg19
1,application_1506638472019_0172,80,8886,1200,resnet50
1,application_1506638472019_0176,70,8906,486,inception3
1,application_1506638472019_0180,23,8914,23,inception3
1,application_1506638472019_0184,25,8915,92,resnet101
1,application_1506638472019_0185,87,8916,4260,alexnet
4,application_1506638472019_0230,13175,8987,4457,inception4
1,application_1506638472019_0261,22173,9061,763,alexnet
8,application_1506638472019_0264,22537,9074,1576,inception4
1,application_1506638472019_0275,2268,9100,91,resnet101
1,application_1506638472019_0277,956,9102,296,vgg19
8,application_1506638472019_0280,22254,9107,6776,resnet50
1,application_1506638472019_0330,47,9220,8,inception4
1,application_1506638472019_0331,51,9220,3,vgg11
1,application_1506638472019_0332,49,9220,50,resnet101
1,application_1506638472019_0337,46,9221,110,inception4
1,application_1506638472019_0346,51,9223,820,vgg16
1,application_1506638472019_0366,48,9236,27,resnet101
1,application_1506638472019_0369,48,9237,782,vgg19
1,application_1506638472019_0380,43,9250,18,resnet50
1,application_1506638472019_0382,47,9250,53,vgg16
1,application_1506638472019_0389,42,9251,56,resnet50
1,application_1506638472019_0395,44,9252,3,vgg11
1,application_1506638472019_0396,429,9252,90,resnet50
1,application_1506638472019_0406,42,9253,46,vgg16
1,application_1506638472019_0412,50,9254,35,vgg11
1,application_1506638472019_0414,52,9255,97,resnet50
1,application_1506638472019_0428,47,9256,236,inception3
1,application_1506638472019_0453,50,9260,66,inception3
1,application_1506638472019_0456,39,9261,746,vgg16
1,application_1506638472019_0465,956,9274,134,resnet101
1,application_1506638472019_0467,68,9276,56,vgg19
1,application_1506638472019_0473,967,9277,60,resnet101
1,application_1506638472019_0477,1002,9278,35,inception4
1,application_1506638472019_0480,958,9279,11,vgg19
