time,idle_node,busy_node,full_node,idle_gpu,busy_gpu,pending_job,running_job,completed_job
0,0,0,0,0,0,0,1,0
367,0,0,0,0,0,0,2,0
437,0,0,0,0,0,0,3,0
1065,0,0,0,0,0,0,4,0
1088,0,0,0,0,0,0,5,0
2225,0,0,0,0,0,0,6,0
2226,0,0,0,0,0,0,9,0
2227,0,0,0,0,0,0,10,0
2228,0,0,0,0,0,0,12,0
2229,0,0,0,0,0,0,14,0
2231,0,0,0,0,0,0,16,0
2233,0,0,0,0,0,0,17,0
2235,0,0,0,0,0,0,18,0
2236,0,0,0,0,0,0,20,0
2237,0,0,0,0,0,0,21,0
2238,0,0,0,0,0,0,23,0
2241,0,0,0,0,0,0,24,0
2242,0,0,0,0,0,0,25,0
2250,0,0,0,0,0,0,26,0
2253,0,0,0,0,0,0,27,0
2256,0,0,0,0,0,0,28,0
2257,0,0,0,0,0,0,31,0
2260,0,0,0,0,0,0,33,0
2261,0,0,0,0,0,0,34,0
2262,0,0,0,0,0,0,35,0
2264,0,0,0,0,0,0,36,0
2267,0,0,0,0,0,0,38,0
2268,0,0,0,0,0,0,40,0
2269,0,0,0,0,0,0,42,0
2271,0,0,0,0,0,0,44,0
2272,0,0,0,0,0,0,46,0
2273,0,0,0,0,0,0,47,0
2274,0,0,0,0,0,0,50,0
2275,0,0,0,0,0,0,51,0
2276,0,0,0,0,0,0,54,0
2277,0,0,0,0,0,0,55,0
2279,0,0,0,0,0,0,56,0
2280,0,0,0,0,0,0,59,0
